2.5, 0.5, 1.5, 0 3, 1, 1, 1.5, 0.5, 1.5, 3.5, 0.5, 1.5, -1, -1, -1, 2.5, 1.5, 1.5, 2.5, 0.5, 0.5, 2.5, 0.5, 2.5                                                
3.5, 0.5, 1.5, 0 3, 1, 1, 2.5, 0.5, 1.5, 4.5, 0.5, 1.5, -1, -1, -1, 3.5, 1.5, 1.5, 3.5, 0.5, 0.5, 3.5, 0.5, 2.5                                                
2.5, 1.5, 1.5, 0 3, 1, 1, 1.5, 1.5, 1.5, 3.5, 1.5, 1.5, 2.5, 2.5, 1.5, 2.5, 2.5, 1.5, 2.5, 1.5, 0.5, 2.5, 1.5, 2.5                                             
3.5, 1.5, 1.5, 0 3, 1, 1, 2.5, 1.5, 1.5, 4.5, 1.5, 1.5, 3.5, 2.5, 1.5, 3.5, 2.5, 1.5, 3.5, 1.5, 0.5, 3.5, 1.5, 2.5                                             
0.5, 2.5, 0.5, 0 1, 3, 1, -1, -1, -1, 1.5, 2.5, 0.5, 0.5, 3.5, 0.5, 0.5, 3.5, 0.5, -1, -1, -1, 0.5, 2.5, 1.5                                                   
1.5, 2.5, 0.5, 0 1, 3, 1, 0.5, 2.5, 0.5, 2.5, 2.5, 0.5, 1.5, 3.5, 0.5, 1.5, 3.5, 0.5, -1, -1, -1, 1.5, 2.5, 1.5                                                
0.5, 3.5, 0.5, 0 1, 3, 1, -1, -1, -1, 1.5, 3.5, 0.5, 0.5, 4.5, 0.5, 0.5, 4.5, 0.5, -1, -1, -1, 0.5, 3.5, 1.5                                                   
1.5, 3.5, 0.5, 0 1, 3, 1, 0.5, 3.5, 0.5, 2.5, 3.5, 0.5, 1.5, 4.5, 0.5, 1.5, 4.5, 0.5, -1, -1, -1, 1.5, 3.5, 1.5                                                
0.5, 2.5, 1.5, 0 1, 3, 1, -1, -1, -1, 1.5, 2.5, 1.5, 0.5, 3.5, 1.5, 0.5, 3.5, 1.5, 0.5, 2.5, 0.5, 0.5, 2.5, 2.5                                                
1.5, 2.5, 1.5, 0 1, 3, 1, 0.5, 2.5, 1.5, 2.5, 2.5, 1.5, 1.5, 3.5, 1.5, 1.5, 3.5, 1.5, 1.5, 2.5, 0.5, 1.5, 2.5, 2.5                                             
0.5, 3.5, 1.5, 0 1, 3, 1, -1, -1, -1, 1.5, 3.5, 1.5, 0.5, 4.5, 1.5, 0.5, 4.5, 1.5, 0.5, 3.5, 0.5, 0.5, 3.5, 2.5                                                
1.5, 3.5, 1.5, 0 1, 3, 1, 0.5, 3.5, 1.5, 2.5, 3.5, 1.5, 1.5, 4.5, 1.5, 1.5, 4.5, 1.5, 1.5, 3.5, 0.5, 1.5, 3.5, 2.5                                             
2.5, 2.5, 0.5, 0 3, 3, 1, 1.5, 2.5, 0.5, 3.5, 2.5, 0.5, 2.5, 3.5, 0.5, 2.5, 3.5, 0.5, -1, -1, -1, 2.5, 2.5, 1.5                                                
3.5, 2.5, 0.5, 0 3, 3, 1, 2.5, 2.5, 0.5, 4.5, 2.5, 0.5, 3.5, 3.5, 0.5, 3.5, 3.5, 0.5, -1, -1, -1, 3.5, 2.5, 1.5                                                
2.5, 3.5, 0.5, 0 3, 3, 1, 1.5, 3.5, 0.5, 3.5, 3.5, 0.5, 2.5, 4.5, 0.5, 2.5, 4.5, 0.5, -1, -1, -1, 2.5, 3.5, 1.5                                                
3.5, 3.5, 0.5, 0 3, 3, 1, 2.5, 3.5, 0.5, 4.5, 3.5, 0.5, 3.5, 4.5, 0.5, 3.5, 4.5, 0.5, -1, -1, -1, 3.5, 3.5, 1.5                                                
2.5, 2.5, 1.5, 0 3, 3, 1, 1.5, 2.5, 1.5, 3.5, 2.5, 1.5, 2.5, 3.5, 1.5, 2.5, 3.5, 1.5, 2.5, 2.5, 0.5, 2.5, 2.5, 2.5                                             
3.5, 2.5, 1.5, 0 3, 3, 1, 2.5, 2.5, 1.5, 4.5, 2.5, 1.5, 3.5, 3.5, 1.5, 3.5, 3.5, 1.5, 3.5, 2.5, 0.5, 3.5, 2.5, 2.5                                             
2.5, 3.5, 1.5, 0 3, 3, 1, 1.5, 3.5, 1.5, 3.5, 3.5, 1.5, 2.5, 4.5, 1.5, 2.5, 4.5, 1.5, 2.5, 3.5, 0.5, 2.5, 3.5, 2.5                                             
3.5, 3.5, 1.5, 0 3, 3, 1, 2.5, 3.5, 1.5, 4.5, 3.5, 1.5, 3.5, 4.5, 1.5, 3.5, 4.5, 1.5, 3.5, 3.5, 0.5, 3.5, 3.5, 2.5                                             
0.5, 0.5, 2.5, 0 1, 1, 3, -1, -1, -1, 1.5, 0.5, 2.5, -1, -1, -1, 0.5, 1.5, 2.5, 0.5, 0.5, 1.5, 0.5, 0.5, 3.5                                                   
1.5, 0.5, 2.5, 0 1, 1, 3, 0.5, 0.5, 2.5, 2.5, 0.5, 2.5, -1, -1, -1, 1.5, 1.5, 2.5, 1.5, 0.5, 1.5, 1.5, 0.5, 3.5                                                
0.5, 1.5, 2.5, 0 1, 1, 3, -1, -1, -1, 1.5, 1.5, 2.5, 0.5, 2.5, 2.5, 0.5, 2.5, 2.5, 0.5, 1.5, 1.5, 0.5, 1.5, 3.5                                                
1.5, 1.5, 2.5, 0 1, 1, 3, 0.5, 1.5, 2.5, 2.5, 1.5, 2.5, 1.5, 2.5, 2.5, 1.5, 2.5, 2.5, 1.5, 1.5, 1.5, 1.5, 1.5, 3.5                                             
0.5, 0.5, 3.5, 0 1, 1, 3, -1, -1, -1, 1.5, 0.5, 3.5, -1, -1, -1, 0.5, 1.5, 3.5, 0.5, 0.5, 2.5, 0.5, 0.5, 4.5                                                   
1.5, 0.5, 3.5, 0 1, 1, 3, 0.5, 0.5, 3.5, 2.5, 0.5, 3.5, -1, -1, -1, 1.5, 1.5, 3.5, 1.5, 0.5, 2.5, 1.5, 0.5, 4.5                                                
0.5, 1.5, 3.5, 0 1, 1, 3, -1, -1, -1, 1.5, 1.5, 3.5, 0.5, 2.5, 3.5, 0.5, 2.5, 3.5, 0.5, 1.5, 2.5, 0.5, 1.5, 4.5                                                
1.5, 1.5, 3.5, 0 1, 1, 3, 0.5, 1.5, 3.5, 2.5, 1.5, 3.5, 1.5, 2.5, 3.5, 1.5, 2.5, 3.5, 1.5, 1.5, 2.5, 1.5, 1.5, 4.5                                             
2.5, 0.5, 2.5, 0 3, 1, 3, 1.5, 0.5, 2.5, 3.5, 0.5, 2.5, -1, -1, -1, 2.5, 1.5, 2.5, 2.5, 0.5, 1.5, 2.5, 0.5, 3.5                                                
3.5, 0.5, 2.5, 0 3, 1, 3, 2.5, 0.5, 2.5, 4.5, 0.5, 2.5, -1, -1, -1, 3.5, 1.5, 2.5, 3.5, 0.5, 1.5, 3.5, 0.5, 3.5                                                
2.5, 1.5, 2.5, 0 3, 1, 3, 1.5, 1.5, 2.5, 3.5, 1.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 1.5, 1.5, 2.5, 1.5, 3.5                                             
3.5, 1.5, 2.5, 0 3, 1, 3, 2.5, 1.5, 2.5, 4.5, 1.5, 2.5, 3.5, 2.5, 2.5, 3.5, 2.5, 2.5, 3.5, 1.5, 1.5, 3.5, 1.5, 3.5                                             
2.5, 0.5, 3.5, 0 3, 1, 3, 1.5, 0.5, 3.5, 3.5, 0.5, 3.5, -1, -1, -1, 2.5, 1.5, 3.5, 2.5, 0.5, 2.5, 2.5, 0.5, 4.5                                                
3.5, 0.5, 3.5, 0 3, 1, 3, 2.5, 0.5, 3.5, 4.5, 0.5, 3.5, -1, -1, -1, 3.5, 1.5, 3.5, 3.5, 0.5, 2.5, 3.5, 0.5, 4.5                                                
2.5, 1.5, 3.5, 0 3, 1, 3, 1.5, 1.5, 3.5, 3.5, 1.5, 3.5, 2.5, 2.5, 3.5, 2.5, 2.5, 3.5, 2.5, 1.5, 2.5, 2.5, 1.5, 4.5                                             
3.5, 1.5, 3.5, 0 3, 1, 3, 2.5, 1.5, 3.5, 4.5, 1.5, 3.5, 3.5, 2.5, 3.5, 3.5, 2.5, 3.5, 3.5, 1.5, 2.5, 3.5, 1.5, 4.5                                             
0.5, 2.5, 2.5, 0 1, 3, 3, -1, -1, -1, 1.5, 2.5, 2.5, 0.5, 3.5, 2.5, 0.5, 3.5, 2.5, 0.5, 2.5, 1.5, 0.5, 2.5, 3.5                                                
1.5, 2.5, 2.5, 0 1, 3, 3, 0.5, 2.5, 2.5, 2.5, 2.5, 2.5, 1.5, 3.5, 2.5, 1.5, 3.5, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 3.5                                             
0.5, 3.5, 2.5, 0 1, 3, 3, -1, -1, -1, 1.5, 3.5, 2.5, 0.5, 4.5, 2.5, 0.5, 4.5, 2.5, 0.5, 3.5, 1.5, 0.5, 3.5, 3.5                                                
1.5, 3.5, 2.5, 0 1, 3, 3, 0.5, 3.5, 2.5, 2.5, 3.5, 2.5, 1.5, 4.5, 2.5, 1.5, 4.5, 2.5, 1.5, 3.5, 1.5, 1.5, 3.5, 3.5                                             
0.5, 2.5, 3.5, 0 1, 3, 3, -1, -1, -1, 1.5, 2.5, 3.5, 0.5, 3.5, 3.5, 0.5, 3.5, 3.5, 0.5, 2.5, 2.5, 0.5, 2.5, 4.5                                                
1.5, 2.5, 3.5, 0 1, 3, 3, 0.5, 2.5, 3.5, 2.5, 2.5, 3.5, 1.5, 3.5, 3.5, 1.5, 3.5, 3.5, 1.5, 2.5, 2.5, 1.5, 2.5, 4.5                                             
0.5, 3.5, 3.5, 0 1, 3, 3, -1, -1, -1, 1.5, 3.5, 3.5, 0.5, 4.5, 3.5, 0.5, 4.5, 3.5, 0.5, 3.5, 2.5, 0.5, 3.5, 4.5                                                
1.5, 3.5, 3.5, 0 1, 3, 3, 0.5, 3.5, 3.5, 2.5, 3.5, 3.5, 1.5, 4.5, 3.5, 1.5, 4.5, 3.5, 1.5, 3.5, 2.5, 1.5, 3.5, 4.5                                             
2.5, 2.5, 2.5, 0 3, 3, 3, 1.5, 2.5, 2.5, 3.5, 2.5, 2.5, 2.5, 3.5, 2.5, 2.5, 3.5, 2.5, 2.5, 2.5, 1.5, 2.5, 2.5, 3.5                                             
3.5, 2.5, 2.5, 0 3, 3, 3, 2.5, 2.5, 2.5, 4.5, 2.5, 2.5, 3.5, 3.5, 2.5, 3.5, 3.5, 2.5, 3.5, 2.5, 1.5, 3.5, 2.5, 3.5                                             
2.5, 3.5, 2.5, 0 3, 3, 3, 1.5, 3.5, 2.5, 3.5, 3.5, 2.5, 2.5, 4.5, 2.5, 2.5, 4.5, 2.5, 2.5, 3.5, 1.5, 2.5, 3.5, 3.5                                             
3.5, 3.5, 2.5, 0 3, 3, 3, 2.5, 3.5, 2.5, 4.5, 3.5, 2.5, 3.5, 4.5, 2.5, 3.5, 4.5, 2.5, 3.5, 3.5, 1.5, 3.5, 3.5, 3.5                                             
2.5, 2.5, 3.5, 0 3, 3, 3, 1.5, 2.5, 3.5, 3.5, 2.5, 3.5, 2.5, 3.5, 3.5, 2.5, 3.5, 3.5, 2.5, 2.5, 2.5, 2.5, 2.5, 4.5                                             
3.5, 2.5, 3.5, 0 3, 3, 3, 2.5, 2.5, 3.5, 4.5, 2.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 2.5, 2.5, 3.5, 2.5, 4.5                                             
2.5, 3.5, 3.5, 0 3, 3, 3, 1.5, 3.5, 3.5, 3.5, 3.5, 3.5, 2.5, 4.5, 3.5, 2.5, 4.5, 3.5, 2.5, 3.5, 2.5, 2.5, 3.5, 4.5                                             
3.5, 3.5, 3.5, 0 3, 3, 3, 2.5, 3.5, 3.5, 4.5, 3.5, 3.5, 3.5, 4.5, 3.5, 3.5, 4.5, 3.5, 3.5, 3.5, 2.5, 3.5, 3.5, 4.5                                             
4.5, 0.5, 0.5, 0 5, 1, 1, 3.5, 0.5, 0.5, 5.5, 0.5, 0.5, -1, -1, -1, 4.5, 1.5, 0.5, -1, -1, -1, 4.5, 0.5, 1.5                                                   
5.5, 0.5, 0.5, 0 5, 1, 1, 4.5, 0.5, 0.5, 6.5, 0.5, 0.5, -1, -1, -1, 5.5, 1.5, 0.5, -1, -1, -1, 5.5, 0.5, 1.5                                                   
4.5, 1.5, 0.5, 0 5, 1, 1, 3.5, 1.5, 0.5, 5.5, 1.5, 0.5, 4.5, 2.5, 0.5, 4.5, 2.5, 0.5, -1, -1, -1, 4.5, 1.5, 1.5                                                
5.5, 1.5, 0.5, 0 5, 1, 1, 4.5, 1.5, 0.5, 6.5, 1.5, 0.5, 5.5, 2.5, 0.5, 5.5, 2.5, 0.5, -1, -1, -1, 5.5, 1.5, 1.5                                                
4.5, 0.5, 1.5, 0 5, 1, 1, 3.5, 0.5, 1.5, 5.5, 0.5, 1.5, -1, -1, -1, 4.5, 1.5, 1.5, 4.5, 0.5, 0.5, 4.5, 0.5, 2.5                                                
5.5, 0.5, 1.5, 0 5, 1, 1, 4.5, 0.5, 1.5, 6.5, 0.5, 1.5, -1, -1, -1, 5.5, 1.5, 1.5, 5.5, 0.5, 0.5, 5.5, 0.5, 2.5                                                
4.5, 1.5, 1.5, 0 5, 1, 1, 3.5, 1.5, 1.5, 5.5, 1.5, 1.5, 4.5, 2.5, 1.5, 4.5, 2.5, 1.5, 4.5, 1.5, 0.5, 4.5, 1.5, 2.5                                             
5.5, 1.5, 1.5, 0 5, 1, 1, 4.5, 1.5, 1.5, 6.5, 1.5, 1.5, 5.5, 2.5, 1.5, 5.5, 2.5, 1.5, 5.5, 1.5, 0.5, 5.5, 1.5, 2.5                                             
6.5, 0.5, 0.5, 0 7, 1, 1, 5.5, 0.5, 0.5, 7.5, 0.5, 0.5, -1, -1, -1, 6.5, 1.5, 0.5, -1, -1, -1, 6.5, 0.5, 1.5                                                   
7.5, 0.5, 0.5, 0 7, 1, 1, 6.5, 0.5, 0.5, 8.5, 0.5, 0.5, -1, -1, -1, 7.5, 1.5, 0.5, -1, -1, -1, 7.5, 0.5, 1.5                                                   
6.5, 1.5, 0.5, 0 7, 1, 1, 5.5, 1.5, 0.5, 7.5, 1.5, 0.5, 6.5, 2.5, 0.5, 6.5, 2.5, 0.5, -1, -1, -1, 6.5, 1.5, 1.5                                                
7.5, 1.5, 0.5, 0 7, 1, 1, 6.5, 1.5, 0.5, 8.5, 1.5, 0.5, 7.5, 2.5, 0.5, 7.5, 2.5, 0.5, -1, -1, -1, 7.5, 1.5, 1.5                                                
6.5, 0.5, 1.5, 0 7, 1, 1, 5.5, 0.5, 1.5, 7.5, 0.5, 1.5, -1, -1, -1, 6.5, 1.5, 1.5, 6.5, 0.5, 0.5, 6.5, 0.5, 2.5                                                
7.5, 0.5, 1.5, 0 7, 1, 1, 6.5, 0.5, 1.5, 8.5, 0.5, 1.5, -1, -1, -1, 7.5, 1.5, 1.5, 7.5, 0.5, 0.5, 7.5, 0.5, 2.5                                                
6.5, 1.5, 1.5, 0 7, 1, 1, 5.5, 1.5, 1.5, 7.5, 1.5, 1.5, 6.5, 2.5, 1.5, 6.5, 2.5, 1.5, 6.5, 1.5, 0.5, 6.5, 1.5, 2.5                                             
7.5, 1.5, 1.5, 0 7, 1, 1, 6.5, 1.5, 1.5, 8.5, 1.5, 1.5, 7.5, 2.5, 1.5, 7.5, 2.5, 1.5, 7.5, 1.5, 0.5, 7.5, 1.5, 2.5                                             
4.5, 2.5, 0.5, 0 5, 3, 1, 3.5, 2.5, 0.5, 5.5, 2.5, 0.5, 4.5, 3.5, 0.5, 4.5, 3.5, 0.5, -1, -1, -1, 4.5, 2.5, 1.5                                                
5.5, 2.5, 0.5, 0 5, 3, 1, 4.5, 2.5, 0.5, 6.5, 2.5, 0.5, 5.5, 3.5, 0.5, 5.5, 3.5, 0.5, -1, -1, -1, 5.5, 2.5, 1.5                                                
4.5, 3.5, 0.5, 0 5, 3, 1, 3.5, 3.5, 0.5, 5.5, 3.5, 0.5, 4.5, 4.5, 0.5, 4.5, 4.5, 0.5, -1, -1, -1, 4.5, 3.5, 1.5                                                
5.5, 3.5, 0.5, 0 5, 3, 1, 4.5, 3.5, 0.5, 6.5, 3.5, 0.5, 5.5, 4.5, 0.5, 5.5, 4.5, 0.5, -1, -1, -1, 5.5, 3.5, 1.5                                                
4.5, 2.5, 1.5, 0 5, 3, 1, 3.5, 2.5, 1.5, 5.5, 2.5, 1.5, 4.5, 3.5, 1.5, 4.5, 3.5, 1.5, 4.5, 2.5, 0.5, 4.5, 2.5, 2.5                                             
5.5, 2.5, 1.5, 0 5, 3, 1, 4.5, 2.5, 1.5, 6.5, 2.5, 1.5, 5.5, 3.5, 1.5, 5.5, 3.5, 1.5, 5.5, 2.5, 0.5, 5.5, 2.5, 2.5                                             
4.5, 3.5, 1.5, 0 5, 3, 1, 3.5, 3.5, 1.5, 5.5, 3.5, 1.5, 4.5, 4.5, 1.5, 4.5, 4.5, 1.5, 4.5, 3.5, 0.5, 4.5, 3.5, 2.5                                             
5.5, 3.5, 1.5, 0 5, 3, 1, 4.5, 3.5, 1.5, 6.5, 3.5, 1.5, 5.5, 4.5, 1.5, 5.5, 4.5, 1.5, 5.5, 3.5, 0.5, 5.5, 3.5, 2.5                                             
6.5, 2.5, 0.5, 0 7, 3, 1, 5.5, 2.5, 0.5, 7.5, 2.5, 0.5, 6.5, 3.5, 0.5, 6.5, 3.5, 0.5, -1, -1, -1, 6.5, 2.5, 1.5                                                
7.5, 2.5, 0.5, 0 7, 3, 1, 6.5, 2.5, 0.5, 8.5, 2.5, 0.5, 7.5, 3.5, 0.5, 7.5, 3.5, 0.5, -1, -1, -1, 7.5, 2.5, 1.5                                                
6.5, 3.5, 0.5, 0 7, 3, 1, 5.5, 3.5, 0.5, 7.5, 3.5, 0.5, 6.5, 4.5, 0.5, 6.5, 4.5, 0.5, -1, -1, -1, 6.5, 3.5, 1.5                                                
7.5, 3.5, 0.5, 0 7, 3, 1, 6.5, 3.5, 0.5, 8.5, 3.5, 0.5, 7.5, 4.5, 0.5, 7.5, 4.5, 0.5, -1, -1, -1, 7.5, 3.5, 1.5                                                
6.5, 2.5, 1.5, 0 7, 3, 1, 5.5, 2.5, 1.5, 7.5, 2.5, 1.5, 6.5, 3.5, 1.5, 6.5, 3.5, 1.5, 6.5, 2.5, 0.5, 6.5, 2.5, 2.5                                             
7.5, 2.5, 1.5, 0 7, 3, 1, 6.5, 2.5, 1.5, 8.5, 2.5, 1.5, 7.5, 3.5, 1.5, 7.5, 3.5, 1.5, 7.5, 2.5, 0.5, 7.5, 2.5, 2.5                                             
6.5, 3.5, 1.5, 0 7, 3, 1, 5.5, 3.5, 1.5, 7.5, 3.5, 1.5, 6.5, 4.5, 1.5, 6.5, 4.5, 1.5, 6.5, 3.5, 0.5, 6.5, 3.5, 2.5                                             
7.5, 3.5, 1.5, 0 7, 3, 1, 6.5, 3.5, 1.5, 8.5, 3.5, 1.5, 7.5, 4.5, 1.5, 7.5, 4.5, 1.5, 7.5, 3.5, 0.5, 7.5, 3.5, 2.5                                             
4.5, 0.5, 2.5, 0 5, 1, 3, 3.5, 0.5, 2.5, 5.5, 0.5, 2.5, -1, -1, -1, 4.5, 1.5, 2.5, 4.5, 0.5, 1.5, 4.5, 0.5, 3.5                                                
5.5, 0.5, 2.5, 0 5, 1, 3, 4.5, 0.5, 2.5, 6.5, 0.5, 2.5, -1, -1, -1, 5.5, 1.5, 2.5, 5.5, 0.5, 1.5, 5.5, 0.5, 3.5                                                
4.5, 1.5, 2.5, 0 5, 1, 3, 3.5, 1.5, 2.5, 5.5, 1.5, 2.5, 4.5, 2.5, 2.5, 4.5, 2.5, 2.5, 4.5, 1.5, 1.5, 4.5, 1.5, 3.5                                             
5.5, 1.5, 2.5, 0 5, 1, 3, 4.5, 1.5, 2.5, 6.5, 1.5, 2.5, 5.5, 2.5, 2.5, 5.5, 2.5, 2.5, 5.5, 1.5, 1.5, 5.5, 1.5, 3.5                                             
